lat,lon
52.2474575,0.6597268
52.2469911,0.6575704
52.2458087,0.652442
52.2452241,0.6498563
52.2444358,0.6467342
52.2435686,0.6422764
52.2428624,0.6378937
52.2423811,0.635123
52.2422252,0.6337094
52.2421332,0.6331622
52.2422498,0.6321752
52.2424715,0.6311935
52.2429708,0.6296137
52.2430004,0.6282766
52.2428591,0.6270361
52.2428854,0.6251049
52.2429905,0.6242681
52.243319,0.6227822
52.2438051,0.6215322
52.2443832,0.6206525
52.2449153,0.6195903
52.2451452,0.6186032
52.2453094,0.6180668
52.2454343,0.6172407
52.2454868,0.6165432
52.2457693,0.6155026
52.2459597,0.6149661
52.2461174,0.6145585
52.2463737,0.6139899
52.247359,0.6110394
52.249034,0.605042
52.2501309,0.6009114
52.2512935,0.5972743
52.2518715,0.5956864
52.2522327,0.5945385
52.2526728,0.5933583
52.2532639,0.5915129
52.2536251,0.5899036
52.2539075,0.5871248
52.2540652,0.5854297
52.2541341,0.5846089
52.2541243,0.583756
52.2540126,0.582608
52.2536547,0.5809718
52.2532902,0.5795825
52.2524363,0.5781555
52.2518649,0.5774581
52.251589,0.5772328
52.2513592,0.5770612
52.2513592,0.5770612
52.2503871,0.5766964
52.2490208,0.5761814
52.2474575,0.5756235
52.2466035,0.5755162
52.2456182,0.5747437
